"Date","AY","Fund_Code","Fund_Title","Fund_Title_Long","Fall_Original_Offers_Count","Fall_Original_Offers_Amount","Fall_Current_Offered_Count","Fall_Current_Offered_Amount","Fall_Offered_Count","Fall_Offered_Amount","Fall_Accepted_Count","Fall_Accepted_Amount","Fall_Original_Declined_Count","Fall_Declined_Amount","Fall_Cancelled_Count","Fall_Cancelled_Amount","Fall_Authorized_Count","Fall_Authorized_Amount","Fall_Paid_Count","Fall_Paid_Amount","Spring_Original_Offers_Count","Spring_Original_Offers_Amount","Spring_Current_Offered_Count","Spring_Current_Offered_Amount","Spring_Offered_Count","Spring_Offered_Amount","Spring_Accepted_Count","Spring_Accepted_Amount","Spring_Original_Declined_Count","Spring_Declined_Amount","Spring_Cancelled_Count","Spring_Cancelled_Amount","Spring_Authorized_Count","Spring_Authorized_Amount","Spring_Paid_Count","Spring_Paid_Amount","Summer_Original_Offers_Count","Summer_Original_Offers_Amount","Summer_Current_Offered_Count","Summer_Current_Offered_Amount","Summer_Offered_Count","Summer_Offered_Amount","Summer_Accepted_Count","Summer_Accepted_Amount","Summer_Original_Declined_Count","Summer_Declined_Amount","Summer_Cancelled_Count","Summer_Cancelled_Amount","Summer_Authorized_Count","Summer_Authorized_Amount","Summer_Paid_Count","Summer_Paid_Amount","Fund_Type","Fund_Source","Federal_Fund_ID","Fund_Cross_Reference","TOT_CURRENT_OFFERED_COUNT","TOT_CURRENT_OFFERED_AMOUNT","TOT_OFFERED_COUNT","TOT_OFFERED_AMOUNT","TOT_ACCEPTED_COUNT","TOT_ACCEPTED_AMOUNT","TOT_ORIGINAL_DECLINED_COUNT","TOT_DECLINED_AMOUNT","TOT_CANCELLED_COUNT","TOT_CANCELLED_AMOUNT","TOT_AUTHORIZED_COUNT","TOT_AUTHORIZED_AMOUNT","TOT_PAID_COUNT","TOT_PAID_AMOUNT"
"15-JUN-20","1920","311503","OSFA Scholarship Fund","OSFA Scholarship Fund",9,9289,8,10347,1,0,8,10347,0,0,1,515,0,0,9,10347,9,9284,8,10342,1,0,8,10342,0,0,1,514,0,0,8,10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",16,20689,2,0,16,20689,0,0,2,1029,0,0,17,20689
"15-JUN-20","1819","311505","Peter and Wendy Corry Sch","Peter Corry Family Scholarship",1,1250,1,1250,0,0,1,1250,0,0,0,0,0,0,1,1250,1,1250,1,1250,0,0,1,1250,0,0,0,0,0,0,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,2500,0,0,2,2500,0,0,0,0,0,0,2,2500
"15-JUN-20","1819","311508","Arch Scholarship","Undergraduate Need-Based Arch Scholarship",2,3003,2,3003,0,0,2,3003,0,0,0,0,0,0,2,3003,2,3002,2,3002,0,0,2,3002,0,0,0,0,0,0,2,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,6005,0,0,4,6005,0,0,0,0,0,0,4,6005
"15-JUN-20","1920","311508","Arch Scholarship","Undergraduate Need-Based Arch Scholarship",2,3060,2,4670,0,0,2,4670,0,0,0,0,0,0,2,4670,2,3060,2,1550,0,0,2,1550,0,0,0,0,0,0,1,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,6220,0,0,4,6220,0,0,0,0,0,0,3,6220
"15-JUN-20","2021","311508","Arch Scholarship","Undergraduate Need-Based Arch Scholarship",1,1550,1,1550,0,0,1,1550,0,0,0,0,0,0,0,0,1,1550,1,1550,0,0,1,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3100,0,0,2,3100,0,0,0,0,0,0,0,0
"15-JUN-20","1819","311511","Annexstad Leaders for Tomorrow","Annexstad Leaders",11,25000,11,27500,0,0,11,27500,0,0,0,0,0,0,11,27500,11,25000,11,27500,0,0,11,27500,0,0,0,0,0,0,11,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","Other Funding Source","","O1",22,55000,0,0,22,55000,0,0,0,0,0,0,22,55000
"15-JUN-20","1920","311511","Annexstad Leaders for Tomorrow","Annexstad Leaders",16,25000,15,37500,1,0,15,37500,0,0,1,2500,0,0,15,37500,17,27500,16,42500,1,0,16,42500,0,0,1,2500,0,0,14,42500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","Other Funding Source","","O1",31,80000,2,0,31,80000,0,0,2,5000,0,0,29,80000
"15-JUN-20","2021","311511","Annexstad Leaders for Tomorrow","Annexstad Leaders",8,22500,8,22500,0,0,8,22500,0,0,0,0,0,0,0,0,6,15000,6,15000,0,0,6,15000,0,0,0,0,0,0,0,0,1,2500,1,2500,0,0,1,2500,0,0,0,0,0,0,0,0,"Foundation Scholarship","Other Funding Source","","O1",15,40000,0,0,15,40000,0,0,0,0,0,0,0,0
"15-JUN-20","1819","311512","Crawford Scholarship","Crawford Scholarship",16,35000,15,37500,1,0,15,37500,0,0,1,2500,0,0,15,37500,17,37500,15,37500,2,0,15,37500,0,0,2,7500,0,0,15,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",30,75000,3,0,30,75000,0,0,3,10000,0,0,30,75000
"15-JUN-20","1920","311512","Crawford Scholarship","Crawford Scholarship",16,25000,14,35000,2,0,14,35000,0,0,2,5000,0,0,15,35000,17,26500,15,37500,2,0,15,37500,0,0,2,5000,0,0,15,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",29,72500,4,0,29,72500,0,0,4,10000,0,0,30,72500
"15-JUN-20","2021","311512","Crawford Scholarship","Crawford Scholarship",6,15000,6,15000,0,0,6,15000,0,0,0,0,0,0,0,0,6,15000,6,15000,0,0,6,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",12,30000,0,0,12,30000,0,0,0,0,0,0,0,0
"15-JUN-20","1819","311515","Bobbi Meeler Sahm","Bobbi Meeler Sahm",3,2864,2,2428,1,0,2,2428,0,0,1,1152,0,0,2,2428,3,2863,2,2179,1,0,2,2179,0,0,1,1152,0,0,2,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,4607,2,0,4,4607,0,0,2,2304,0,0,4,4607
"15-JUN-20","1920","311515","Bobbi Meeler Sahm","Bobbi Meeler Sahm",2,2176,2,2176,0,0,2,2176,0,0,0,0,0,0,2,2176,2,2175,2,2175,0,0,2,2175,0,0,0,0,0,0,2,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,4351,0,0,4,4351,0,0,0,0,0,0,4,4351
"15-JUN-20","2021","311515","Bobbi Meeler Sahm","Bobbi Meeler Sahm",1,1150,1,1150,0,0,1,1150,0,0,0,0,0,0,0,0,1,1150,1,1150,0,0,1,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,2300,0,0,2,2300,0,0,0,0,0,0,0,0
"15-JUN-20","1819","311517","Orkin Promise Scholarship","Orkin Promise Scholarship",6,10500,6,12500,0,0,6,12500,0,0,0,0,0,0,6,12500,6,10500,6,12500,0,0,6,12500,0,0,0,0,0,0,6,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",12,25000,0,0,12,25000,0,0,0,0,0,0,12,25000
"15-JUN-20","1920","311517","Orkin Promise Scholarship","Orkin Promise Scholarship",7,12658,7,12658,0,0,7,12658,0,0,0,0,0,0,6,12000,7,12657,7,12657,0,0,7,12657,0,0,0,0,0,0,6,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",14,25315,0,0,14,25315,0,0,0,0,0,0,12,24000
"15-JUN-20","2021","311517","Orkin Promise Scholarship","Orkin Promise Scholarship",5,10000,5,10000,0,0,5,10000,0,0,0,0,0,0,0,0,4,8000,4,8000,0,0,4,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",9,18000,0,0,9,18000,0,0,0,0,0,0,0,0
"15-JUN-20","1819","311518","UGA Completion Grant","Completion Grant",123,124413,123,60900,0,0,123,60900,0,0,0,0,0,0,41,60900,81,64012,81,74000,0,0,81,74000,0,0,0,0,0,0,47,74000,35,500,35,58749,0,0,35,58749,0,0,0,0,0,0,35,58749,"Foundation Scholarship","UGA Funding Source","","O1",239,193649,0,0,239,193649,0,0,0,0,0,0,123,193649
"15-JUN-20","1920","311518","UGA Completion Grant","Completion Grant",63,88595,63,62500,0,0,63,62500,0,0,0,0,0,0,35,62500,28,27050,28,54100,0,0,28,54100,0,0,0,0,0,0,27,53100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",91,116600,0,0,91,116600,0,0,0,0,0,0,62,115600
"15-JUN-20","1819","311520","Eberhardt Family Scholarship","Eberhardt Family Scholarship",1,1176,1,1176,0,0,1,1176,0,0,0,0,0,0,1,1176,1,1176,1,1176,0,0,1,1176,0,0,0,0,0,0,1,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,2352,0,0,2,2352,0,0,0,0,0,0,2,2352
"15-JUN-20","1920","311520","Eberhardt Family Scholarship","Eberhardt Family Scholarship",1,0,1,1200,0,0,1,1200,0,0,0,0,0,0,1,1200,1,0,1,1200,0,0,1,1200,0,0,0,0,0,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,2400,0,0,2,2400,0,0,0,0,0,0,2,2400
"15-JUN-20","1819","311521","Henry Newton Scholarship","Henry Newton Scholarship",2,3053,2,2750,0,0,2,2750,0,0,0,0,0,0,2,2750,2,3052,2,4050,0,0,2,4050,0,0,0,0,0,0,2,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,6800,0,0,4,6800,0,0,0,0,0,0,4,6800
"15-JUN-20","1920","311521","Henry Newton Scholarship","Henry Newton Scholarship",5,4864,4,4868,1,0,4,4868,0,0,1,596,0,0,4,4868,5,4863,4,4868,1,0,4,4868,0,0,1,595,0,0,4,4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",8,9736,2,0,8,9736,0,0,2,1191,0,0,8,9736
"15-JUN-20","1819","311524","Helen and Asbury Stembridge","Helen and Asbury Stembridge",1,500,1,500,0,0,1,500,0,0,0,0,0,0,1,500,1,500,1,500,0,0,1,500,0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,1000,0,0,2,1000,0,0,0,0,0,0,2,1000
"15-JUN-20","1920","311525","James A. Redfearn","James A. Redfearn",1,550,1,550,0,0,1,550,0,0,0,0,0,0,1,550,1,550,1,550,0,0,1,550,0,0,0,0,0,0,1,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,1100,0,0,2,1100,0,0,0,0,0,0,2,1100
"15-JUN-20","1819","316001","Ernesto and Jamie Perez GCS_X","Ernesto and Jamie Perez Scholarship - Commitment to Georgia Scholarship",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316001","Ernesto and Jamie Perez GCS_X","Ernesto and Jamie Perez Scholarship - Commitment to Georgia Scholarship",2,3505,2,3505,0,0,2,3505,0,0,0,0,0,0,1,3500,2,3507.5,2,3507.5,0,0,2,3507.5,0,0,0,0,0,0,2,3507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7012.5,0,0,4,7012.5,0,0,0,0,0,0,3,7007.5
"15-JUN-20","1819","316002","Bone Dry Roofing GCS","Bone Dry Roofing - Commitment to Georgia Scholarship",2,3500,1,3500,1,0,1,3500,0,0,1,0,0,0,1,3500,2,3500,1,3500,1,0,1,3500,0,0,1,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,2,0,2,7000,0,0,2,0,0,0,2,7000
"15-JUN-20","1920","316002","Bone Dry Roofing GCS","Bone Dry Roofing - Commitment to Georgia Scholarship",2,5,2,3505,0,0,2,3505,0,0,0,0,0,0,1,3500,2,7.5,2,3507.5,0,0,2,3507.5,0,0,0,0,0,0,2,3507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7012.5,0,0,4,7012.5,0,0,0,0,0,0,3,7007.5
"15-JUN-20","1819","316003","Young Family Foundation GCS","Young Family Foundation Sch - Commitment to Georgia Scholarship",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316003","Young Family Foundation GCS","Young Family Foundation Sch - Commitment to Georgia Scholarship",2,3505,2,3505,0,0,2,3505,0,0,0,0,0,0,1,3500,2,3507.5,2,3507.5,0,0,2,3507.5,0,0,0,0,0,0,2,3507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7012.5,0,0,4,7012.5,0,0,0,0,0,0,3,7007.5
"15-JUN-20","1819","316004","Fitzgerald Family GCS","Fitzgerald Family Scholarship - Commitment to Georgia Scholarship",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316004","Fitzgerald Family GCS","Fitzgerald Family Scholarship - Commitment to Georgia Scholarship",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316005","Georgia Power GCS Scholarship","Georgia Power Scholarship - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316005","Georgia Power GCS Scholarship","Georgia Power Scholarship - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316006","James E. Stewart CCS","James E. Stewart Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316006","James E. Stewart CCS","James E. Stewart Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316007","Wyck Knox GCS Scholarship","Wyck Knox Scholarship - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316007","Wyck Knox GCS Scholarship","Wyck Knox Scholarship - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316008","Parents Leadership Council GCS","Parents Leadership Council Sch - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316008","Parents Leadership Council GCS","Parents Leadership Council Sch - Commitment to Georgia Scholarship",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316009","President's Venture Fund GCS","President's Venture Fund Sch - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316009","President's Venture Fund GCS","President's Venture Fund Sch - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316010","Selvey GCS Scholarship","Selvey Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316010","Selvey GCS Scholarship","Selvey Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316011","Bill and Marihope Flatt GCS I","Bill and Marihope Flatt Fund - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316011","Bill and Marihope Flatt GCS I","Bill and Marihope Flatt Fund - Commitment to Georgia Scholarship",1,1750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,1750,0,0,2,1750,0,0,0,0,0,0,1,1750
"15-JUN-20","1819","316012","June Wilhoit Martin GCS","June Wilhoit Martin Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316012","June Wilhoit Martin GCS","June Wilhoit Martin Scholarship - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316013","Paul Talmadge Martin GCS","Paul Talmadge Martin Sch - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316013","Paul Talmadge Martin GCS","Paul Talmadge Martin Sch - Commitment to Georgia Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316014","Gail and William Hunnicutt GCS","Gail and Oliver Hunnicutt Scholarship - Commitment to Georgia Scholarship",2,3500,2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500,2,3500,2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7000,0,0,4,7000,0,0,0,0,0,0,4,7000
"15-JUN-20","1920","316014","Gail and William Hunnicutt GCS","Gail and Oliver Hunnicutt Scholarship - Commitment to Georgia Scholarship",3,3500,3,5250,0,0,3,5250,0,0,0,0,0,0,3,5250,3,3500,3,5250,0,0,3,5250,0,0,0,0,0,0,3,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",6,10500,0,0,6,10500,0,0,0,0,0,0,6,10500
"15-JUN-20","1819","316015","Arthur M. Blank Family GCS I","Arthur M. Blank Family Fund I - Commitment to Georgia Scholarship",2,3500,1,3500,1,0,1,3500,0,0,1,0,0,0,1,3500,2,3500,1,3500,1,0,1,3500,0,0,1,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,2,0,2,7000,0,0,2,0,0,0,2,7000
"15-JUN-20","1920","316015","Arthur M. Blank Family GCS I","Arthur M. Blank Family Fund I - Commitment to Georgia Scholarship",2,3510,2,3510,0,0,2,3510,0,0,0,0,0,0,1,3500,2,3510,2,3510,0,0,2,3510,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7020,0,0,4,7020,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316016","Arthur M. Blank Family GCS II","Arthur M. Blank Family Fund II - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316016","Arthur M. Blank Family GCS II","Arthur M. Blank Family Fund II - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316017","Arthur Blank Family GCS III","Arthur Blank Family Fund III - Commitment to Georgia Scholarship",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316017","Arthur Blank Family GCS III","Arthur Blank Family Fund III - Commitment to Georgia Scholarship",2,3500,2,3500,0,0,2,3500,0,0,0,0,0,0,1,3500,2,3500,2,3500,0,0,2,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,7000,0,0,4,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316018","Arthur Blank Family GCS IV","Arthur M. Blank Family Fund IV - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316018","Arthur Blank Family GCS IV","Arthur M. Blank Family Fund IV - Commitment to Georgia Scholarship",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316019","Arthur Blank Family GCS V","Arthur M. Blank Family Fund V - Commitment to Georgia Scholarship",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
